#%create_date=2016-07-21 12:30:41
#%chip_type=Immune-response
#%lib_set_name=Immune-response
#%lib_set_version=v1
#%genome-species=Homo sapiens
#%genome-version=hg19
#%genome-version-ucsc=hg19
#%genome-version-ncbi=GRCh37
#%genome-version-create_date=2009-02-00
#%genome-lifted-method=liftOver
#%genome-lifted_from-species=Homo sapiens
#%genome-lifted_from-version-ucsc=hg19
#%genome-lifted_from-version-ncbi=GRCh37
"transcript_cluster_id","probeset_id","seqname","strand","start","stop","total_probes","gene_assignment","mrna_assignment","swissprot","unigene","GO_biological_process","GO_cellular_component","GO_molecular_function","pathway","protein_domains","crosshyb_type","category"
"MKI67_581686","MKI67_581686","chr10","+",129914158,129914790,"1","NM_002417 // MKI67 // marker_of_proliferation_Ki-67 // --- // 4288","---","---","---","---","---","---","---","---","1","main"
"MLANA_159265","MLANA_159265","chr9","+",5897565,5906943,"1","NM_005511 // MLANA // melan-A // --- // 2315","---","---","---","---","---","---","---","---","1","main"
"MMP2_11051213","MMP2_11051213","chr16","+",55519630,55522544,"1","NM_004530 // MMP2 // matrix_metallopeptidase_2 // --- // 4313","---","---","---","---","---","---","---","---","1","main"
"MMP9_11741283","MMP9_11741283","chr20","+",44640911,44641173,"1","NM_004994 // MMP9 // matrix_metallopeptidase_9 // --- // 4318","---","---","---","---","---","---","---","---","1","main"
"MPO_15121620","MPO_15121620","chr17","+",56350930,56352951,"1","NM_000250 // MPO // myeloperoxidase // --- // 4353","---","---","---","---","---","---","---","---","1","main"
"MRC1_529634","MRC1_529634","chr10","+",18112382,18116580,"1","NM_002438 // MRC1 // mannose_receptor_C_type_1 // --- // 4360","---","---","---","---","---","---","---","---","1","main"
"MS4A1_127232","MS4A1_127232","chr11","+",60223387,60229949,"1","NM_021950 // MS4A1 // membrane_spanning_4-domains_A1 // --- // 931","---","---","---","---","---","---","---","---","1","main"
"MTOR_62366338","MTOR_62366338","chr1","+",11187175,11187803,"1","NM_004958 // MTOR // mechanistic_target_of_rapamycin // --- // 2475","---","---","---","---","---","---","---","---","1","main"
"MX1_232336","MX1_232336","chr21","+",42803982,42807792,"1","NM_001178046 // MX1 // MX_dynamin_like_GTPase_1 // --- // 4599","---","---","---","---","---","---","---","---","1","main"
"MYC_510619","MYC_510619","chr8","+",128748802,128750575,"1","NM_002467 // MYC // v-myc_avian_myelocytomatosis_viral_oncogene_homolog // --- // 4609","---","---","---","---","---","---","---","---","1","main"
"NCAM1_26012709","NCAM1_26012709","chr11","+",113140992,113142505,"1","NM_181351 // NCAM1 // neural_cell_adhesion_molecule_1 // --- // 4684","---","---","---","---","---","---","---","---","1","main"
"NCF1_509617","NCF1_509617","chr7","+",74195148,74197397,"1","NM_000265 // NCF1 // neutrophil_cytosolic_factor_1 // --- // 653361","---","---","---","---","---","---","---","---","1","main"
"NCR1_754861","NCR1_754861","chr19","+",55423546,55424166,"1","NM_004829 // NCR1 // natural_cytotoxicity_triggering_receptor_1 // --- // 9437","---","---","---","---","---","---","---","---","1","main"
"NCR3_234342","NCR3_234342","chr6","+",31557846,31560548,"1","NM_147130 // NCR3 // natural_cytotoxicity_triggering_receptor_3 // --- // 259197","---","---","---","---","---","---","---","---","1","main"
"NECTIN2_13881496","NECTIN2_13881496","chr19","+",45377671,45385550,"1","NM_001042724 // NECTIN2 // nectin_cell_adhesion_molecule_2 // --- // 5819","---","---","---","---","---","---","---","---","1","main"
"NFATC1_27682875","NFATC1_27682875","chr18","+",77246874,77287614,"1","NM_172387 // NFATC1 // nuclear_factor_of_activated_T-cells_1 // --- // 4772","---","---","---","---","---","---","---","---","1","main"
"NFKBIA_734840","NFKBIA_734840","chr14","+",35871751,35872006,"1","NM_020529 // NFKBIA // NFKB_inhibitor_alpha // --- // 4792","---","---","---","---","---","---","---","---","1","main"
"NKG7_557664","NKG7_557664","chr19","+",51875015,51875266,"1","NM_005601 // NKG7 // natural_killer_cell_granule_protein_7 // --- // 4818","---","---","---","---","---","---","---","---","1","main"
"NOS2_91195","NOS2_91195","chr17","+",26125879,26127484,"1","NM_000625 // NOS2 // nitric_oxide_synthase_2 // --- // 4843","---","---","---","---","---","---","---","---","1","main"
"NOTCH3_738847","NOTCH3_738847","chr19","+",15302565,15302805,"1","NM_000435 // NOTCH3 // notch_3 // --- // 4854","---","---","---","---","---","---","---","---","1","main"
"NRP1_14831588","NRP1_14831588","chr10","+",33515107,33542994,"1","NM_003873 // NRP1 // neuropilin_1 // --- // 8829","---","---","---","---","---","---","---","---","1","main"
"NT5E_12531355","NT5E_12531355","chr6","+",86181061,86195019,"1","NM_002526 // NT5E // 5-nucleotidase_ecto // --- // 4907","---","---","---","---","---","---","---","---","1","main"
"NTN3_12821377","NTN3_12821377","chr16","+",2522832,2523060,"1","NM_006181 // NTN3 // netrin_3 // --- // 4917","---","---","---","---","---","---","---","---","1","main"
"OAS1_757865","OAS1_757865","chr12","+",113349015,113354437,"1","NM_016816 // OAS1 // 2-5-oligoadenylate_synthetase_1 // --- // 4938","---","---","---","---","---","---","---","---","1","main"
"OAS2_15981707","OAS2_15981707","chr12","+",113442995,113444334,"1","NM_016817 // OAS2 // 2-5-oligoadenylate_synthetase_2 // --- // 4939","---","---","---","---","---","---","---","---","1","main"
"OAS3_667776","OAS3_667776","chr12","+",113382379,113384619,"1","NM_006187 // OAS3 // 2-5-oligoadenylate_synthetase_3 // --- // 4940","---","---","---","---","---","---","---","---","1","main"
"PDCD1_143244","PDCD1_143244","chr2","+",242795010,242800933,"1","NM_005018 // PDCD1 // programmed_cell_death_1 // --- // 5133","---","---","---","---","---","---","---","---","1","main"
"PDCD1LG2_315423","PDCD1LG2_315423","chr9","+",5522568,5534860,"1","NM_025239 // PDCD1LG2 // programmed_cell_death_1_ligand_2 // --- // 80380","---","---","---","---","---","---","---","---","1","main"
"PECAM1_22132","PECAM1_22132","chr17","+",62401079,62407079,"1","NM_000442 // PECAM1 // platelet_and_endothelial_cell_adhesion_molecule_1 // --- // 5175","---","---","---","---","---","---","---","---","1","main"
"PGF_742842","PGF_742842","chr14","+",75415261,75416173,"1","NM_002632 // PGF // placental_growth_factor // --- // 5228","---","---","---","---","---","---","---","---","1","main"
"PIK3CA_12781384","PIK3CA_12781384","chr3","+",178922326,178927481,"1","NM_006218 // PIK3CA // phosphatidylinositol-45-bisphosphate_3-kinase_catalytic_subunit_alpha // --- // 5290","---","---","---","---","---","---","---","---","1","main"
"PIK3CD_19842095","PIK3CD_19842095","chr1","+",9781252,9781596,"1","NM_005026 // PIK3CD // phosphatidylinositol-45-bisphosphate_3-kinase_catalytic_subunit_delta // --- // 5293","---","---","---","---","---","---","---","---","1","main"
"PMEL_233339","PMEL_233339","chr12","+",56355157,56355464,"1","NM_006928 // PMEL // premelanosome_protein // --- // 6490","---","---","---","---","---","---","---","---","1","main"
"POLR2A_42334334","POLR2A_42334334","chr17","+",7414543,7414778,"1","NM_000937 // POLR2A // polymerase_RNA_II_subunit_A // --- // 5430","---","---","---","---","---","---","---","---","1","main"
"POU2AF1_230337","POU2AF1_230337","chr11","+",111229556,111249949,"1","NM_006235 // POU2AF1 // POU_class_2_associating_factor_1 // --- // 5450","---","---","---","---","---","---","---","---","1","main"
"PRDM1_484588","PRDM1_484588","chr6","+",106536264,106543578,"1","NM_001198 // PRDM1 // PR_domain_1 // --- // 639","---","---","---","---","---","---","---","---","1","main"
"PRF1_672778","PRF1_672778","chr10","+",72358812,72360139,"1","NM_005041 // PRF1 // perforin_1 // --- // 5551","---","---","---","---","---","---","---","---","1","main"
"PSMB9_384491","PSMB9_384491","chr6","+",32825813,32826191,"1","NM_002800 // PSMB9 // proteasome_subunit_beta_9 // --- // 5698","---","---","---","---","---","---","---","---","1","main"
"PTEN_19732078","PTEN_19732078","chr10","+",89720767,89725084,"1","NM_000314 // PTEN // phosphatase_and_tensin_homolog // --- // 5728","---","---","---","---","---","---","---","---","1","main"
"PTGS2_14761583","PTGS2_14761583","chr1","+",186643833,186644468,"1","NM_000963 // PTGS2 // prostaglandin-endoperoxide_synthase_2 // --- // 5743","---","---","---","---","---","---","---","---","1","main"
"PTK7_15161625","PTK7_15161625","chr6","+",43106634,43106936,"1","NM_002821 // PTK7 // protein_tyrosine_kinase_7_inactive // --- // 5754","---","---","---","---","---","---","---","---","1","main"
"PTPN11_14261533","PTPN11_14261533","chr12","+",112915752,112919959,"1","NM_002834 // PTPN11 // protein_tyrosine_phosphatase_non-receptor_type_11 // --- // 5781","---","---","---","---","---","---","---","---","1","main"
"PTPN6_17741884","PTPN6_17741884","chr12","+",7069523,7070042,"1","NM_080548 // PTPN6 // protein_tyrosine_phosphatase_non-receptor_type_6 // --- // 5777","---","---","---","---","---","---","---","---","1","main"
"PTPN7_471581","PTPN7_471581","chr1","+",202126907,202127349,"1","NM_001199797 // PTPN7 // protein_tyrosine_phosphatase_non-receptor_type_7 // --- // 5778","---","---","---","---","---","---","---","---","1","main"
"PTPRC_710817","PTPRC_710817","chr1","+",198671551,198672467,"1","NM_002838 // PTPRC // protein_tyrosine_phosphatase_receptor_type_C // --- // 5788","---","---","---","---","---","---","---","---","1","main"
"PTPRCAP_383516","PTPRCAP_383516","chr11","+",67203739,67205174,"1","NM_005608 // PTPRCAP // protein_tyrosine_phosphatase_receptor_type_C_associated_protein // --- // 5790","---","---","---","---","---","---","---","---","1","main"
"PVR_9571064","PVR_9571064","chr19","+",45153291,45157228,"1","NM_006505 // PVR // poliovirus_receptor // --- // 5817","---","---","---","---","---","---","---","---","1","main"
"PYGL_586697","PYGL_586697","chr14","+",51390756,51398477,"1","NM_002863 // PYGL // phosphorylase_glycogen_liver // --- // 5836","---","---","---","---","---","---","---","---","1","main"
"RB1_24592560","RB1_24592560","chr13","+",49039194,49039436,"1","NM_000321 // RB1 // RB_transcriptional_corepressor_1 // --- // 5925","---","---","---","---","---","---","---","---","1","main"
"RORC_12011307","RORC_12011307","chr1","+",151785484,151785814,"1","NM_005060 // RORC // RAR_related_orphan_receptor_C // --- // 6097","---","---","---","---","---","---","---","---","1","main"
"RPS6_124229","RPS6_124229","chr9","+",19378847,19379564,"1","NM_001010 // RPS6 // ribosomal_protein_S6 // --- // 6194","---","---","---","---","---","---","---","---","1","main"
"S100A8_239334","S100A8_239334","chr1","+",153362668,153362969,"1","NM_002964 // S100A8 // S100_calcium_binding_protein_A8 // --- // 6279","---","---","---","---","---","---","---","---","1","main"
"S100A9_174280","S100A9_174280","chr1","+",153330868,153333224,"1","NM_002965 // S100A9 // S100_calcium_binding_protein_A9 // --- // 6280","---","---","---","---","---","---","---","---","1","main"
"SAMHD1_19002006","SAMHD1_19002006","chr20","+",35521387,35526291,"1","NM_015474 // SAMHD1 // SAM_and_HD_domain_containing_deoxynucleoside_triphosphate_triphosphohydrolase_1 // --- // 25939","---","---","---","---","---","---","---","---","1","main"
"SDHA_16361735","SDHA_16361735","chr5","+",240534,251198,"1","NM_004168 // SDHA // succinate_dehydrogenase_complex_flavoprotein_subunit_A // --- // 6389","---","---","---","---","---","---","---","---","1","main"
"SELL_139245","SELL_139245","chr1","+",169679596,169680724,"1","NM_000655 // SELL // selectin_L // --- // 6402","---","---","---","---","---","---","---","---","1","main"
"SH2D1A_540642","SH2D1A_540642","chrX","+",123499633,123504131,"1","NM_002351 // SH2D1A // SH2_domain_containing_1A // --- // 4068","---","---","---","---","---","---","---","---","1","main"
"SH2D1B_173275","SH2D1B_173275","chr1","+",162372546,162381775,"1","NM_053282 // SH2D1B // SH2_domain_containing_1B // --- // 117157","---","---","---","---","---","---","---","---","1","main"
"SIT1_148254","SIT1_148254","chr9","+",35650555,35650819,"1","NM_014450 // SIT1 // signaling_threshold_regulating_transmembrane_adaptor_1 // --- // 27240","---","---","---","---","---","---","---","---","1","main"
"SKAP2_809912","SKAP2_809912","chr7","+",26765558,26766601,"1","NM_003930 // SKAP2 // src_kinase_associated_phosphoprotein_2 // --- // 8935","---","---","---","---","---","---","---","---","1","main"
"SLAMF7_9161020","SLAMF7_9161020","chr1","+",160721977,160722982,"1","NM_021181 // SLAMF7 // SLAM_family_member_7 // --- // 57823","---","---","---","---","---","---","---","---","1","main"
"SLAMF8_9071016","SLAMF8_9071016","chr1","+",159803054,159805017,"1","NM_020125 // SLAMF8 // SLAM_family_member_8 // --- // 56833","---","---","---","---","---","---","---","---","1","main"
"SNAI1_138246","SNAI1_138246","chr20","+",48599630,48600458,"1","NM_005985 // SNAI1 // snail_family_transcriptional_repressor_1 // --- // 6615","---","---","---","---","---","---","---","---","1","main"
"SNAI2_722828","SNAI2_722828","chr8","+",49831497,49832553,"1","NM_003068 // SNAI2 // snail_family_transcriptional_repressor_2 // --- // 6591","---","---","---","---","---","---","---","---","1","main"
"SRGN_230328","SRGN_230328","chr10","+",70856878,70863666,"1","NM_002727 // SRGN // serglycin // --- // 5552","---","---","---","---","---","---","---","---","1","main"
"SSX2_233349","SSX2_233349","chrX","+",52733557,52734261,"1","NM_003147 // SSX2 // SSX_family_member_2 // --- // 6757","---","---","---","---","---","---","---","---","1","main"
"STAT1_18871996","STAT1_18871996","chr2","+",191845348,191847210,"1","NM_007315 // STAT1 // signal_transducer_and_activator_of_transcription_1 // --- // 6772","---","---","---","---","---","---","---","---","1","main"
"STAT3_17511856","STAT3_17511856","chr17","+",40475605,40476839,"1","NM_139276 // STAT3 // signal_transducer_and_activator_of_transcription_3 // --- // 6774","---","---","---","---","---","---","---","---","1","main"
"STAT4_245352","STAT4_245352","chr2","+",192012869,192015760,"1","NM_003151 // STAT4 // signal_transducer_and_activator_of_transcription_4 // --- // 6775","---","---","---","---","---","---","---","---","1","main"
"STAT5A_18501954","STAT5A_18501954","chr17","+",40456378,40456626,"1","NM_003152 // STAT5A // signal_transducer_and_activator_of_transcription_5A // --- // 6776","---","---","---","---","---","---","---","---","1","main"
"STAT6_231339","STAT6_231339","chr12","+",57502009,57504988,"1","NM_003153 // STAT6 // signal_transducer_and_activator_of_transcription_6 // --- // 6778","---","---","---","---","---","---","---","---","1","main"
"TAGAP_10531160","TAGAP_10531160","chr6","+",159459193,159460227,"1","NM_054114 // TAGAP // T-cell_activation_RhoGTPase_activating_protein // --- // 117289","---","---","---","---","---","---","---","---","1","main"
"TAP1_15701675","TAP1_15701675","chr6","+",32816779,32818129,"1","NM_000593 // TAP1 // transporter_1_ATP-binding_cassette_sub-family_B_MDR_TAP // --- // 6890","---","---","---","---","---","---","---","---","1","main"
"TARP_416517","TARP_416517","chr7","+",38299733,38301818,"1","NM_001003806 // TARP // TCR_gamma_alternate_reading_frame_protein // --- // 445347","---","---","---","---","---","---","---","---","1","main"
"TBP_259367","TBP_259367","chr6","+",170866076,170870933,"1","NM_003194 // TBP // TATA-box_binding_protein // --- // 6908","---","---","---","---","---","---","---","---","1","main"
"TBX21_9251036","TBX21_9251036","chr17","+",45820484,45821634,"1","NM_013351 // TBX21 // T-box_21 // --- // 30009","---","---","---","---","---","---","---","---","1","main"
"TCF7_677799","TCF7_677799","chr5","+",133473771,133474714,"1","NM_003202 // TCF7 // transcription_factor_7_T-cell_specific_HMG-box // --- // 6932","---","---","---","---","---","---","---","---","1","main"
"TDO2_55162","TDO2_55162","chr4","+",156824879,156825251,"1","NM_005651 // TDO2 // tryptophan_23-dioxygenase // --- // 6999","---","---","---","---","---","---","---","---","1","main"
"TFRC_10891196","TFRC_10891196","chr3","+",195792435,195794501,"1","NM_001128148 // TFRC // transferrin_receptor // --- // 7037","---","---","---","---","---","---","---","---","1","main"
"TGFB1_13681474","TGFB1_13681474","chr19","+",41850672,41854249,"1","NM_000660 // TGFB1 // transforming_growth_factor_beta_1 // --- // 7040","---","---","---","---","---","---","---","---","1","main"
"TIGIT_383491","TIGIT_383491","chr3","+",114014617,114018488,"1","NM_173799 // TIGIT // T-cell_immunoreceptor_with_Ig_and_ITIM_domains // --- // 201633","---","---","---","---","---","---","---","---","1","main"
"TLR3_24932595","TLR3_24932595","chr4","+",187005212,187005833,"1","NM_003265 // TLR3 // toll_like_receptor_3 // --- // 7098","---","---","---","---","---","---","---","---","1","main"
"TLR7_99206","TLR7_99206","chrX","+",12885634,12903714,"1","NM_016562 // TLR7 // toll_like_receptor_7 // --- // 51284","---","---","---","---","---","---","---","---","1","main"
"TLR8_36137","TLR8_36137","chrX","+",12924753,12937234,"1","NM_138636 // TLR8 // toll_like_receptor_8 // --- // 51311","---","---","---","---","---","---","---","---","1","main"
"TLR9_619727","TLR9_619727","chr3","+",52258218,52259579,"1","NM_017442 // TLR9 // toll_like_receptor_9 // --- // 54106","---","---","---","---","---","---","---","---","1","main"
"TNF_450555","TNF_450555","chr6","+",31544566,31545012,"1","NM_000594 // TNF // tumor_necrosis_factor // --- // 7124","---","---","---","---","---","---","---","---","1","main"
"TNFAIP8_188295","TNFAIP8_188295","chr5","+",118691762,118728603,"1","NM_014350 // TNFAIP8 // TNF_alpha_induced_protein_8 // --- // 25816","---","---","---","---","---","---","---","---","1","main"
"TNFRSF14_846950","TNFRSF14_846950","chr1","+",2492129,2493235,"1","NM_003820 // TNFRSF14 // tumor_necrosis_factor_receptor_superfamily_member_14 // --- // 8764","---","---","---","---","---","---","---","---","1","main"
"TNFRSF17_254359","TNFRSF17_254359","chr16","+",12059197,12060083,"1","NM_001192 // TNFRSF17 // tumor_necrosis_factor_receptor_superfamily_member_17 // --- // 608","---","---","---","---","---","---","---","---","1","main"
"TNFRSF18_348456","TNFRSF18_348456","chr1","+",1139835,1140867,"1","NM_004195 // TNFRSF18 // tumor_necrosis_factor_receptor_superfamily_member_18 // --- // 8784","---","---","---","---","---","---","---","---","1","main"
"TNFRSF4_304389","TNFRSF4_304389","chr1","+",1148371,1149064,"1","NM_003327 // TNFRSF4 // tumor_necrosis_factor_receptor_superfamily_member_4 // --- // 7293","---","---","---","---","---","---","---","---","1","main"
"TNFRSF9_894998","TNFRSF9_894998","chr1","+",7980898,7993285,"1","NM_001561 // TNFRSF9 // tumor_necrosis_factor_receptor_superfamily_member_9 // --- // 3604","---","---","---","---","---","---","---","---","1","main"
"TNFSF10_251357","TNFSF10_251357","chr3","+",172232666,172241069,"1","NM_003810 // TNFSF10 // tumor_necrosis_factor_superfamily_member_10 // --- // 8743","---","---","---","---","---","---","---","---","1","main"
"TNFSF13B_774879","TNFSF13B_774879","chr13","+",108955600,108955837,"1","NM_006573 // TNFSF13B // tumor_necrosis_factor_superfamily_member_13b // --- // 10673","---","---","---","---","---","---","---","---","1","main"
"TNFSF14_224334","TNFSF14_224334","chr19","+",6670110,6670396,"1","NM_003807 // TNFSF14 // tumor_necrosis_factor_superfamily_member_14 // --- // 8740","---","---","---","---","---","---","---","---","1","main"
"TNFSF18_128228","TNFSF18_128228","chr1","+",173013081,173019999,"1","NM_005092 // TNFSF18 // tumor_necrosis_factor_superfamily_member_18 // --- // 8995","---","---","---","---","---","---","---","---","1","main"
"TNFSF4_347439","TNFSF4_347439","chr1","+",173155895,173157698,"1","NM_003326 // TNFSF4 // tumor_necrosis_factor_superfamily_member_4 // --- // 7292","---","---","---","---","---","---","---","---","1","main"
"TNFSF9_325412","TNFSF9_325412","chr19","+",6532798,6534708,"1","NM_003811 // TNFSF9 // tumor_necrosis_factor_superfamily_member_9 // --- // 8744","---","---","---","---","---","---","---","---","1","main"
"TOP2A_27522855","TOP2A_27522855","chr17","+",38556856,38557191,"1","NM_001067 // TOP2A // topoisomerase_DNA_II_alpha // --- // 7153","---","---","---","---","---","---","---","---","1","main"
"TP63_143246","TP63_143246","chr3","+",189349337,189455648,"1","NM_003722 // TP63 // tumor_protein_p63 // --- // 8626","---","---","---","---","---","---","---","---","1","main"
"TRIM29_882990","TRIM29_882990","chr11","+",119999119,120008000,"1","NM_012101 // TRIM29 // tripartite_motif_containing_29 // --- // 23650","---","---","---","---","---","---","---","---","1","main"
"TUBB_369479","TUBB_369479","chr6","+",30690749,30691209,"1","NM_178014 // TUBB // tubulin_beta_class_I // --- // 203068","---","---","---","---","---","---","---","---","1","main"
"TWIST1_9291033","TWIST1_9291033","chr7","+",19155700,19156386,"1","NM_000474 // TWIST1 // twist_family_bHLH_transcription_factor_1 // --- // 7291","---","---","---","---","---","---","---","---","1","main"
"TYROBP_350455","TYROBP_350455","chr19","+",36395414,36398142,"1","NM_198125 // TYROBP // TYRO_protein_tyrosine_kinase_binding_protein // --- // 7305","---","---","---","---","---","---","---","---","1","main"
"VCAM1_829933","VCAM1_829933","chr1","+",101188817,101190249,"1","NM_001078 // VCAM1 // vascular_cell_adhesion_molecule_1 // --- // 7412","---","---","---","---","---","---","---","---","1","main"
"VEGFA_17121817","VEGFA_17121817","chr6","+",43749795,43752398,"1","NM_001171623 // VEGFA // vascular_endothelial_growth_factor_A // --- // 7422","---","---","---","---","---","---","---","---","1","main"
"VTCN1_49157","VTCN1_49157","chr1","+",117712753,117753555,"1","NM_024626 // VTCN1 // V-set_domain_containing_T_cell_activation_inhibitor_1 // --- // 79679","---","---","---","---","---","---","---","---","1","main"
"XAGE1B_469547","XAGE1B_469547","chrX","+",52241193,52243909,"1","NM_001097594 // XAGE1B // X_antigen_family_member_1B // --- // 653220","---","---","---","---","---","---","---","---","1","main"
"ZAP70_673781","ZAP70_673781","chr2","+",98341596,98349375,"1","NM_001079 // ZAP70 // zeta_chain_of_T_cell_receptor_associated_protein_kinase_70kDa // --- // 7535","---","---","---","---","---","---","---","---","1","main"
"ZBTB46_13361440","ZBTB46_13361440","chr20","+",62384173,62407137,"1","NM_025224 // ZBTB46 // zinc_finger_and_BTB_domain_containing_46 // --- // 140685","---","---","---","---","---","---","---","---","1","main"
"ZEB1_74175","ZEB1_74175","chr10","+",31608154,31750046,"1","NM_001174093 // ZEB1 // zinc_finger_E-box_binding_homeobox_1 // --- // 6935","---","---","---","---","---","---","---","---","1","main"
